Lead Time,Departure Station,Arrival Destination,Day of Week
1 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,london euston,birmingham new street,Tuesday
0 days,liverpool lime street,manchester piccadilly,Tuesday
0 days,london kings cross,york,Tuesday
0 days,london kings cross,york,Tuesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,liverpool lime street,manchester piccadilly,Tuesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,birmingham new street,manchester piccadilly,Tuesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,london kings cross,york,Tuesday
1 days,london paddington,reading,Wednesday
0 days,london kings cross,york,Tuesday
1 days,liverpool lime street,sheffield,Wednesday
0 days,london kings cross,york,Tuesday
1 days,london kings cross,york,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
1 days,london paddington,liverpool lime street,Wednesday
0 days,london euston,birmingham new street,Tuesday
0 days,london kings cross,york,Tuesday
0 days,london euston,birmingham new street,Tuesday
1 days,london kings cross,york,Wednesday
0 days,birmingham new street,london paddington,Tuesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
1 days,birmingham new street,london euston,Wednesday
0 days,london euston,birmingham new street,Tuesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,london st pancras,birmingham new street,Tuesday
0 days,london euston,birmingham new street,Tuesday
1 days,london euston,birmingham new street,Wednesday
1 days,london euston,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,london euston,birmingham new street,Wednesday
0 days,birmingham new street,york,Tuesday
0 days,reading,birmingham new street,Tuesday
0 days,manchester piccadilly,london euston,Tuesday
0 days,london paddington,reading,Tuesday
0 days,london euston,birmingham new street,Tuesday
0 days,london st pancras,birmingham new street,Tuesday
0 days,london euston,manchester piccadilly,Tuesday
0 days,london st pancras,birmingham new street,Tuesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,birmingham new street,wolverhampton,Tuesday
0 days,london st pancras,birmingham new street,Tuesday
0 days,london euston,manchester piccadilly,Tuesday
0 days,birmingham new street,stafford,Tuesday
1 days,london euston,birmingham new street,Wednesday
0 days,london st pancras,birmingham new street,Tuesday
1 days,york,peterborough,Wednesday
1 days,london euston,birmingham new street,Wednesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,london paddington,reading,Wednesday
0 days,london st pancras,leicester,Tuesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
0 days,london st pancras,leicester,Tuesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,london kings cross,york,Wednesday
0 days,london paddington,reading,Tuesday
1 days,london paddington,reading,Wednesday
0 days,birmingham new street,london euston,Tuesday
0 days,london paddington,reading,Tuesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,liverpool lime street,manchester piccadilly,Tuesday
1 days,london kings cross,york,Wednesday
0 days,london kings cross,liverpool lime street,Tuesday
0 days,london paddington,reading,Tuesday
0 days,birmingham new street,edinburgh,Tuesday
0 days,liverpool lime street,manchester piccadilly,Tuesday
0 days,liverpool lime street,manchester piccadilly,Tuesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,london st pancras,leicester,Wednesday
0 days,manchester piccadilly,liverpool lime street,Tuesday
1 days,london st pancras,leicester,Wednesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,london paddington,reading,Tuesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,birmingham new street,nuneaton,Wednesday
1 days,birmingham new street,wolverhampton,Wednesday
1 days,london paddington,reading,Wednesday
1 days,birmingham new street,nuneaton,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,birmingham new street,stafford,Wednesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,birmingham new street,tamworth,Wednesday
1 days,london kings cross,york,Wednesday
0 days,london euston,manchester piccadilly,Tuesday
0 days,london euston,birmingham new street,Tuesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,london paddington,reading,Wednesday
1 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,london euston,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,london euston,birmingham new street,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,london paddington,reading,Wednesday
1 days,london st pancras,birmingham new street,Wednesday
1 days,london paddington,reading,Wednesday
1 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,london euston,birmingham new street,Wednesday
1 days,london kings cross,york,Wednesday
1 days,london kings cross,york,Wednesday
0 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,oxford,bristol temple meads,Wednesday
0 days,york,durham,Wednesday
0 days,york,durham,Wednesday
0 days,london st pancras,birmingham new street,Wednesday
0 days,london euston,birmingham new street,Wednesday
2 days,london kings cross,edinburgh waverley,Friday
2 days,london kings cross,edinburgh waverley,Friday
2 days,london kings cross,edinburgh waverley,Friday
2 days,london kings cross,edinburgh waverley,Friday
2 days,london kings cross,edinburgh waverley,Friday
0 days,manchester piccadilly,nottingham,Wednesday
0 days,london euston,birmingham new street,Wednesday
0 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,london euston,manchester piccadilly,Wednesday
0 days,london kings cross,york,Wednesday
0 days,york,durham,Wednesday
0 days,york,durham,Wednesday
0 days,london paddington,reading,Wednesday
1 days,york,durham,Thursday
1 days,york,durham,Thursday
1 days,liverpool lime street,manchester piccadilly,Thursday
0 days,liverpool lime street,london paddington,Wednesday
0 days,liverpool lime street,london paddington,Wednesday
1 days,manchester piccadilly,liverpool lime street,Thursday
0 days,london kings cross,york,Wednesday
0 days,liverpool lime street,manchester piccadilly,Wednesday
1 days,london kings cross,york,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,london kings cross,york,Thursday
0 days,london paddington,reading,Wednesday
0 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,london paddington,reading,Wednesday
0 days,london euston,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Thursday
1 days,liverpool lime street,manchester piccadilly,Thursday
0 days,london paddington,reading,Wednesday
1 days,manchester piccadilly,liverpool lime street,Thursday
0 days,london kings cross,york,Wednesday
0 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,london kings cross,liverpool lime street,Wednesday
1 days,london paddington,reading,Thursday
1 days,london kings cross,york,Thursday
1 days,london paddington,reading,Thursday
1 days,manchester piccadilly,nottingham,Thursday
0 days,london kings cross,york,Wednesday
0 days,london kings cross,york,Wednesday
1 days,london euston,birmingham new street,Thursday
1 days,liverpool lime street,manchester piccadilly,Thursday
0 days,liverpool lime street,london euston,Wednesday
0 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,liverpool lime street,manchester piccadilly,Thursday
0 days,liverpool lime street,crewe,Wednesday
0 days,london paddington,reading,Wednesday
0 days,birmingham new street,london st pancras,Wednesday
0 days,london euston,birmingham new street,Wednesday
0 days,birmingham new street,london st pancras,Wednesday
0 days,birmingham new street,london st pancras,Wednesday
0 days,york,doncaster,Wednesday
0 days,london st pancras,birmingham new street,Wednesday
0 days,london euston,manchester piccadilly,Wednesday
0 days,birmingham new street,london st pancras,Wednesday
0 days,birmingham new street,nuneaton,Wednesday
1 days,manchester piccadilly,sheffield,Thursday
1 days,london kings cross,york,Thursday
0 days,london paddington,reading,Wednesday
1 days,liverpool lime street,manchester piccadilly,Thursday
0 days,london kings cross,york,Wednesday
0 days,london euston,manchester piccadilly,Wednesday
1 days,london euston,birmingham new street,Thursday
0 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,reading,swindon,Wednesday
0 days,liverpool lime street,crewe,Wednesday
0 days,london kings cross,york,Wednesday
0 days,london euston,birmingham new street,Wednesday
1 days,london st pancras,birmingham new street,Thursday
1 days,london kings cross,york,Thursday
0 days,london euston,birmingham new street,Wednesday
0 days,london euston,manchester piccadilly,Wednesday
0 days,liverpool lime street,london euston,Wednesday
0 days,liverpool lime street,london euston,Wednesday
0 days,liverpool lime street,london euston,Wednesday
0 days,liverpool lime street,london euston,Wednesday
1 days,london kings cross,york,Thursday
1 days,london kings cross,york,Thursday
0 days,liverpool lime street,london euston,Wednesday
0 days,manchester piccadilly,liverpool lime street,Wednesday
0 days,london paddington,oxford,Wednesday
0 days,london paddington,oxford,Wednesday
0 days,london paddington,reading,Wednesday
0 days,birmingham new street,london st pancras,Wednesday
0 days,london kings cross,edinburgh waverley,Wednesday
0 days,london paddington,reading,Wednesday
1 days,london kings cross,york,Thursday
1 days,manchester piccadilly,liverpool lime street,Thursday
0 days,london kings cross,liverpool lime street,Wednesday
1 days,manchester piccadilly,liverpool lime street,Thursday
1 days,liverpool lime street,manchester piccadilly,Thursday
1 days,birmingham new street,london st pancras,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,birmingham new street,london st pancras,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,london paddington,reading,Thursday
0 days,london kings cross,york,Wednesday
1 days,london paddington,reading,Thursday
1 days,birmingham new street,london st pancras,Thursday
1 days,london kings cross,york,Thursday
1 days,london euston,birmingham new street,Thursday
1 days,london kings cross,york,Thursday
1 days,reading,swindon,Thursday
1 days,york,doncaster,Thursday
1 days,london kings cross,york,Thursday
0 days,london st pancras,birmingham new street,Wednesday
1 days,liverpool lime street,manchester piccadilly,Thursday
1 days,london paddington,london waterloo,Thursday
0 days,london st pancras,birmingham new street,Wednesday
0 days,liverpool lime street,manchester piccadilly,Wednesday
0 days,london euston,birmingham new street,Wednesday
0 days,london paddington,liverpool lime street,Wednesday
1 days,london euston,manchester piccadilly,Thursday
0 days,manchester piccadilly,liverpool lime street,Wednesday
1 days,london kings cross,liverpool lime street,Thursday
0 days,london kings cross,york,Wednesday
1 days,london paddington,reading,Thursday
0 days,london paddington,reading,Wednesday
1 days,manchester piccadilly,liverpool lime street,Thursday
1 days,london kings cross,york,Thursday
1 days,london st pancras,birmingham new street,Thursday
1 days,london paddington,reading,Thursday
1 days,manchester piccadilly,liverpool lime street,Thursday
0 days,london st pancras,birmingham new street,Wednesday
0 days,london st pancras,birmingham new street,Wednesday
1 days,liverpool lime street,manchester piccadilly,Thursday
