Time of Purchase,Lead Time,Ticket Type
04:10:16,0 days,off-peak
04:22:05,0 days,off-peak
04:41:51,1 days,advance
04:47:49,0 days,anytime
04:50:31,0 days,anytime
04:50:41,0 days,anytime
04:54:50,1 days,advance
04:56:49,0 days,anytime
04:58:24,0 days,anytime
05:01:50,0 days,anytime
05:05:27,0 days,anytime
05:05:53,0 days,anytime
05:06:31,0 days,anytime
05:07:04,0 days,anytime
05:07:24,0 days,anytime
05:07:26,1 days,advance
05:07:53,0 days,anytime
05:13:39,0 days,anytime
05:14:46,0 days,anytime
05:26:47,0 days,anytime
05:26:51,0 days,anytime
05:40:36,0 days,anytime
05:41:13,1 days,advance
05:47:28,1 days,advance
05:52:40,1 days,advance
05:54:04,1 days,advance
06:01:56,0 days,anytime
06:02:23,1 days,advance
06:02:42,1 days,advance
06:03:29,0 days,anytime
06:06:21,1 days,advance
06:07:10,0 days,anytime
06:13:48,0 days,anytime
06:31:17,0 days,anytime
06:34:48,0 days,anytime
06:35:58,0 days,anytime
06:37:31,0 days,anytime
06:38:50,0 days,anytime
06:39:12,0 days,anytime
06:42:16,0 days,anytime
06:42:39,0 days,anytime
06:44:19,0 days,anytime
06:44:30,0 days,anytime
07:01:40,1 days,advance
07:26:06,0 days,anytime
07:29:48,0 days,anytime
07:37:49,1 days,advance
07:43:07,0 days,off-peak
07:45:05,1 days,advance
07:47:38,1 days,advance
07:49:18,1 days,advance
07:53:20,0 days,off-peak
07:54:34,1 days,advance
07:54:40,1 days,advance
07:56:02,1 days,advance
07:56:41,1 days,advance
08:00:03,1 days,advance
08:04:21,1 days,advance
08:05:01,1 days,advance
08:05:46,1 days,advance
08:12:55,1 days,advance
08:14:16,1 days,advance
08:15:25,1 days,advance
08:16:30,1 days,advance
08:16:39,1 days,advance
08:21:29,0 days,off-peak
08:33:24,1 days,advance
08:38:05,1 days,advance
08:42:29,1 days,advance
09:01:32,1 days,advance
09:09:35,1 days,advance
09:11:17,1 days,advance
09:14:12,1 days,advance
09:31:20,1 days,advance
09:33:14,1 days,advance
09:33:29,0 days,off-peak
09:33:38,1 days,advance
09:33:47,1 days,advance
09:35:22,1 days,advance
09:36:29,1 days,advance
09:36:51,1 days,advance
09:37:01,1 days,advance
09:40:28,1 days,advance
09:41:53,1 days,advance
09:43:20,1 days,advance
09:44:31,1 days,advance
09:44:54,1 days,advance
09:47:02,1 days,advance
09:48:48,1 days,advance
09:49:15,1 days,advance
10:21:05,1 days,advance
10:21:58,1 days,advance
10:22:33,1 days,advance
10:27:53,0 days,off-peak
10:38:47,1 days,advance
10:40:32,1 days,advance
10:51:53,1 days,advance
10:56:00,1 days,advance
11:08:21,1 days,advance
11:16:48,0 days,off-peak
11:28:33,0 days,off-peak
11:33:55,0 days,off-peak
11:40:36,0 days,off-peak
11:45:43,0 days,off-peak
11:49:03,0 days,off-peak
11:54:28,1 days,advance
12:00:53,1 days,advance
12:09:16,0 days,off-peak
12:18:52,0 days,off-peak
12:21:32,0 days,off-peak
12:22:06,0 days,off-peak
12:26:01,1 days,advance
12:27:55,0 days,off-peak
12:38:42,0 days,off-peak
12:38:52,1 days,advance
12:41:36,1 days,advance
13:00:04,1 days,advance
13:19:00,1 days,advance
13:20:40,0 days,off-peak
13:28:26,1 days,advance
13:30:52,1 days,advance
13:32:38,1 days,advance
13:32:48,1 days,advance
13:33:46,0 days,off-peak
13:39:42,1 days,advance
13:56:46,0 days,off-peak
14:01:10,0 days,off-peak
14:06:38,1 days,advance
14:08:06,0 days,off-peak
14:10:32,0 days,off-peak
14:28:21,0 days,off-peak
14:30:15,0 days,anytime
14:31:31,0 days,anytime
14:32:50,0 days,anytime
14:34:14,0 days,anytime
14:34:32,0 days,anytime
14:37:50,0 days,anytime
14:38:17,1 days,advance
14:44:44,0 days,anytime
14:44:54,1 days,advance
14:46:29,1 days,advance
14:50:52,0 days,anytime
14:51:19,1 days,advance
14:51:51,0 days,anytime
14:52:15,1 days,advance
14:56:33,1 days,advance
14:56:45,0 days,anytime
14:56:58,1 days,advance
15:02:27,0 days,off-peak
15:12:53,1 days,advance
15:13:45,1 days,advance
15:19:21,0 days,anytime
15:24:26,0 days,anytime
15:28:01,1 days,advance
15:38:51,0 days,anytime
15:39:48,1 days,advance
15:43:11,0 days,anytime
15:49:20,0 days,anytime
15:50:10,1 days,advance
15:59:16,1 days,advance
16:02:52,0 days,anytime
16:04:02,0 days,anytime
16:06:10,1 days,advance
16:06:22,0 days,anytime
16:07:37,0 days,anytime
16:08:16,0 days,anytime
16:09:45,0 days,anytime
16:10:57,0 days,anytime
16:21:37,0 days,anytime
16:24:25,0 days,anytime
16:27:48,0 days,anytime
16:44:21,1 days,advance
16:53:51,1 days,advance
17:01:20,0 days,anytime
17:13:27,0 days,anytime
17:15:39,1 days,advance
17:21:29,0 days,anytime
17:21:34,0 days,anytime
17:21:36,0 days,anytime
17:23:09,0 days,anytime
17:28:23,1 days,advance
17:29:58,0 days,anytime
17:31:46,1 days,advance
17:34:01,1 days,advance
17:35:40,1 days,advance
17:36:13,1 days,advance
17:36:13,1 days,advance
17:41:51,1 days,advance
17:44:16,1 days,advance
17:45:53,1 days,advance
17:47:32,1 days,advance
17:49:05,1 days,advance
17:54:22,1 days,advance
17:56:49,1 days,advance
17:59:54,1 days,advance
18:11:39,0 days,anytime
18:12:17,0 days,anytime
18:33:50,1 days,advance
18:51:01,0 days,off-peak
18:52:10,1 days,advance
19:23:56,1 days,advance
19:24:19,1 days,advance
19:29:19,1 days,advance
19:30:58,1 days,advance
19:34:14,1 days,advance
19:38:08,1 days,advance
19:43:30,1 days,advance
20:03:13,0 days,off-peak
20:07:02,0 days,off-peak
20:08:01,1 days,advance
20:11:23,0 days,off-peak
20:15:10,1 days,advance
20:16:10,1 days,advance
20:17:58,1 days,advance
20:19:06,1 days,advance
20:20:10,1 days,advance
20:20:13,1 days,advance
20:20:38,1 days,advance
20:24:16,1 days,advance
20:28:45,1 days,advance
20:28:55,1 days,advance
20:30:49,1 days,advance
20:43:42,0 days,off-peak
20:49:38,0 days,off-peak
20:56:36,1 days,advance
21:12:22,1 days,advance
21:32:14,1 days,advance
21:44:53,1 days,advance
21:56:29,1 days,advance
22:34:58,1 days,advance
22:35:04,1 days,advance
22:54:02,1 days,advance
23:06:22,1 days,advance
23:44:16,1 days,advance
00:01:07,0 days,off-peak
00:07:40,1 days,advance
00:09:35,0 days,off-peak
00:18:47,0 days,off-peak
00:41:40,0 days,off-peak
00:54:34,0 days,off-peak
01:08:54,1 days,advance
01:10:30,0 days,off-peak
01:22:41,1 days,advance
01:26:37,0 days,off-peak
01:27:21,0 days,off-peak
01:28:26,0 days,off-peak
01:28:40,0 days,off-peak
01:37:43,1 days,advance
01:46:51,0 days,off-peak
01:50:24,1 days,advance
02:04:25,1 days,advance
02:04:31,0 days,off-peak
02:12:09,0 days,off-peak
02:20:24,0 days,off-peak
02:26:45,0 days,off-peak
02:47:13,0 days,off-peak
02:51:57,0 days,off-peak
03:03:20,0 days,off-peak
03:15:32,1 days,advance
03:23:04,1 days,advance
03:24:12,0 days,off-peak
03:34:58,1 days,advance
03:39:35,1 days,advance
03:45:44,0 days,off-peak
03:50:53,1 days,advance
03:51:03,1 days,advance
03:54:17,1 days,advance
03:57:17,1 days,advance
03:57:34,1 days,advance
04:00:33,0 days,off-peak
04:09:34,1 days,advance
04:10:06,0 days,off-peak
04:26:12,0 days,off-peak
04:27:09,0 days,off-peak
04:28:26,0 days,off-peak
04:41:41,1 days,advance
04:52:50,0 days,anytime
04:54:55,0 days,anytime
05:01:24,1 days,advance
05:02:45,0 days,anytime
05:06:39,0 days,anytime
05:07:36,0 days,anytime
05:07:44,1 days,advance
05:10:25,0 days,anytime
05:14:29,0 days,anytime
05:20:04,0 days,anytime
05:26:12,0 days,anytime
05:36:51,0 days,anytime
05:41:20,1 days,advance
05:51:07,1 days,advance
06:00:33,0 days,anytime
06:00:38,0 days,anytime
06:02:21,0 days,anytime
06:03:10,0 days,anytime
06:05:07,0 days,anytime
06:05:12,0 days,anytime
06:05:33,0 days,anytime
06:08:01,0 days,anytime
06:09:09,1 days,advance
06:13:42,1 days,advance
06:31:31,1 days,advance
06:34:34,0 days,anytime
06:39:48,0 days,anytime
06:42:26,0 days,anytime
06:52:27,0 days,anytime
07:16:51,0 days,anytime
07:17:51,0 days,anytime
07:19:10,0 days,anytime
07:20:41,0 days,anytime
07:21:24,0 days,anytime
07:21:53,0 days,anytime
07:22:06,0 days,anytime
07:22:40,0 days,anytime
07:25:06,0 days,anytime
07:30:05,0 days,off-peak
07:39:59,0 days,off-peak
07:41:49,0 days,off-peak
07:42:16,0 days,off-peak
07:42:53,0 days,off-peak
07:43:15,0 days,off-peak
07:52:02,1 days,advance
07:52:48,1 days,advance
07:54:56,1 days,advance
07:56:05,0 days,off-peak
07:57:26,1 days,advance
07:57:54,0 days,off-peak
08:00:12,1 days,advance
08:01:10,1 days,advance
08:01:31,0 days,off-peak
08:03:15,1 days,advance
08:06:10,1 days,advance
08:09:46,1 days,advance
08:10:28,1 days,advance
08:14:54,1 days,advance
08:16:13,1 days,advance
08:16:47,1 days,advance
08:16:51,1 days,advance
08:19:50,1 days,advance
08:21:18,1 days,advance
08:21:49,1 days,advance
08:22:28,1 days,advance
08:24:47,1 days,advance
08:25:03,1 days,advance
08:25:36,1 days,advance
08:25:38,1 days,advance
08:28:14,1 days,advance
08:28:55,1 days,advance
08:37:42,1 days,advance
08:38:35,1 days,advance
08:40:50,0 days,off-peak
09:00:00,0 days,off-peak
09:04:03,1 days,advance
09:20:45,1 days,advance
09:26:59,0 days,off-peak
09:27:54,0 days,off-peak
09:31:18,0 days,off-peak
09:32:46,1 days,advance
09:33:20,1 days,advance
09:33:30,1 days,advance
09:36:37,1 days,advance
09:37:09,1 days,advance
09:37:18,1 days,advance
09:37:40,1 days,advance
09:37:58,1 days,advance
09:40:17,1 days,advance
09:44:37,1 days,advance
09:53:43,1 days,advance
10:28:51,1 days,advance
10:30:50,1 days,advance
10:45:34,1 days,advance
10:47:48,1 days,advance
10:53:23,1 days,advance
10:53:24,0 days,off-peak
11:06:51,0 days,off-peak
11:10:39,0 days,off-peak
11:24:44,1 days,advance
11:31:44,0 days,off-peak
11:50:51,0 days,off-peak
11:51:02,0 days,off-peak
12:13:38,0 days,off-peak
12:20:38,0 days,off-peak
12:22:02,0 days,off-peak
12:22:24,1 days,advance
12:31:27,1 days,advance
12:34:33,0 days,off-peak
12:35:19,1 days,advance
12:51:47,1 days,advance
13:08:06,0 days,off-peak
13:32:22,1 days,advance
13:46:59,0 days,off-peak
14:03:58,0 days,off-peak
14:14:15,0 days,off-peak
14:19:37,1 days,advance
14:23:01,1 days,advance
14:23:51,0 days,off-peak
14:26:34,1 days,advance
14:30:59,0 days,anytime
14:34:57,0 days,anytime
14:35:30,0 days,anytime
14:40:29,0 days,anytime
14:45:39,1 days,advance
14:45:51,0 days,anytime
14:48:29,1 days,advance
14:49:43,0 days,anytime
14:51:50,1 days,advance
14:53:45,0 days,anytime
15:02:42,0 days,anytime
15:12:38,1 days,advance
15:12:43,0 days,anytime
15:15:26,1 days,advance
15:20:22,0 days,anytime
15:23:53,1 days,advance
15:26:52,1 days,advance
15:34:24,0 days,anytime
15:35:03,0 days,anytime
15:37:43,1 days,advance
15:39:08,0 days,anytime
15:44:57,0 days,anytime
15:46:32,0 days,anytime
15:50:05,1 days,advance
15:54:47,0 days,anytime
16:02:00,0 days,anytime
16:04:40,1 days,advance
16:06:11,0 days,anytime
16:07:59,0 days,anytime
16:11:19,0 days,anytime
16:13:06,0 days,anytime
16:14:45,0 days,anytime
16:34:57,1 days,advance
16:37:00,1 days,advance
17:01:41,1 days,advance
17:02:15,1 days,advance
17:04:01,0 days,anytime
17:04:38,0 days,anytime
17:09:06,0 days,anytime
17:10:46,0 days,anytime
17:11:08,0 days,anytime
17:17:28,0 days,anytime
17:21:21,0 days,anytime
17:21:24,0 days,anytime
17:25:13,1 days,advance
17:26:23,0 days,anytime
17:27:21,0 days,anytime
17:27:27,0 days,anytime
17:28:23,0 days,anytime
17:29:08,0 days,anytime
17:31:28,1 days,advance
17:38:41,0 days,off-peak
17:39:41,1 days,advance
17:42:26,1 days,advance
17:58:08,1 days,advance
18:07:36,1 days,advance
18:17:17,0 days,anytime
18:19:41,0 days,anytime
18:23:16,0 days,anytime
18:24:47,1 days,advance
18:33:02,1 days,advance
18:35:25,0 days,off-peak
18:40:31,1 days,advance
18:42:20,0 days,off-peak
18:43:01,0 days,off-peak
18:47:27,1 days,advance
18:48:32,0 days,off-peak
18:50:00,1 days,advance
18:51:32,0 days,off-peak
18:55:30,0 days,off-peak
18:56:59,0 days,off-peak
19:04:48,0 days,off-peak
19:12:33,0 days,off-peak
19:13:57,1 days,advance
19:21:47,1 days,advance
19:27:01,1 days,advance
19:30:00,0 days,off-peak
19:30:03,1 days,advance
19:35:00,1 days,advance
20:05:42,0 days,off-peak
20:15:02,1 days,advance
20:16:53,1 days,advance
20:17:56,1 days,advance
20:18:00,1 days,advance
20:19:33,1 days,advance
20:20:49,1 days,advance
20:22:21,1 days,advance
20:22:43,1 days,advance
20:24:13,1 days,advance
20:27:19,1 days,advance
20:27:19,1 days,advance
20:34:11,1 days,advance
20:50:24,0 days,off-peak
20:53:43,0 days,off-peak
21:45:22,1 days,advance
21:47:33,1 days,advance
21:49:31,1 days,advance
21:50:53,1 days,advance
21:54:03,1 days,advance
22:04:24,1 days,advance
22:06:53,1 days,advance
22:36:06,1 days,advance
22:46:15,1 days,advance
22:51:52,1 days,advance
22:58:20,1 days,advance
22:59:45,1 days,advance
23:00:20,1 days,advance
23:14:47,1 days,advance
23:29:54,1 days,advance
23:52:43,1 days,advance
23:55:17,1 days,advance
23:57:11,1 days,advance
00:00:30,0 days,off-peak
00:01:09,0 days,off-peak
00:11:50,0 days,off-peak
00:19:38,0 days,off-peak
00:20:13,0 days,off-peak
00:22:16,0 days,off-peak
00:22:33,0 days,off-peak
00:28:05,2 days,advance
00:30:23,2 days,advance
00:31:21,2 days,advance
00:32:47,2 days,advance
00:34:04,2 days,advance
00:35:35,0 days,off-peak
00:56:22,0 days,off-peak
00:59:22,0 days,off-peak
01:09:23,0 days,off-peak
01:18:19,0 days,off-peak
01:18:51,0 days,off-peak
01:22:36,0 days,off-peak
01:22:50,0 days,off-peak
01:24:28,1 days,advance
01:27:31,1 days,advance
01:32:13,1 days,advance
01:32:29,0 days,off-peak
01:40:14,0 days,off-peak
01:43:03,1 days,advance
02:00:17,0 days,off-peak
02:02:00,0 days,off-peak
02:04:03,1 days,advance
02:09:41,1 days,advance
02:40:43,1 days,advance
02:50:37,0 days,off-peak
02:51:14,0 days,off-peak
02:55:01,0 days,off-peak
02:55:38,0 days,off-peak
02:56:01,0 days,off-peak
03:02:19,1 days,advance
03:08:42,1 days,advance
03:08:58,0 days,off-peak
03:13:47,1 days,advance
03:15:19,0 days,off-peak
03:29:42,0 days,off-peak
03:33:10,0 days,off-peak
03:35:14,1 days,advance
03:37:48,1 days,advance
03:37:48,1 days,advance
03:42:08,1 days,advance
03:43:49,0 days,off-peak
03:46:28,0 days,off-peak
03:51:03,1 days,advance
04:02:45,1 days,advance
04:17:46,0 days,off-peak
04:42:39,0 days,anytime
04:44:42,1 days,advance
04:46:18,0 days,anytime
04:58:25,0 days,anytime
05:01:17,0 days,anytime
05:02:22,0 days,anytime
05:07:05,0 days,anytime
05:07:41,0 days,anytime
05:10:29,0 days,anytime
05:10:59,0 days,anytime
05:12:47,0 days,anytime
05:13:09,0 days,anytime
05:13:56,0 days,anytime
05:26:21,1 days,advance
05:26:47,1 days,advance
05:28:34,0 days,anytime
05:47:39,1 days,advance
05:54:34,0 days,off-peak
05:55:09,0 days,anytime
05:57:03,1 days,advance
06:02:35,0 days,anytime
06:10:02,0 days,anytime
06:11:04,0 days,anytime
06:11:09,0 days,anytime
06:11:56,0 days,anytime
06:13:09,1 days,advance
06:27:29,1 days,advance
06:30:02,0 days,anytime
06:32:49,0 days,anytime
06:33:09,0 days,anytime
06:34:21,0 days,anytime
06:36:22,0 days,anytime
06:36:37,0 days,anytime
06:38:52,1 days,advance
06:39:37,1 days,advance
06:41:34,0 days,anytime
07:13:57,0 days,anytime
07:17:34,0 days,anytime
07:18:48,0 days,anytime
07:29:28,0 days,anytime
07:31:56,0 days,off-peak
07:43:53,0 days,anytime
07:44:15,0 days,off-peak
07:46:08,1 days,advance
07:48:53,1 days,advance
07:48:54,0 days,off-peak
07:51:17,1 days,advance
07:54:08,1 days,advance
08:01:47,1 days,advance
08:02:34,1 days,advance
08:07:36,1 days,advance
08:08:44,1 days,advance
08:10:43,1 days,advance
08:13:44,1 days,advance
08:22:33,1 days,advance
08:25:31,0 days,off-peak
08:26:22,1 days,advance
08:40:29,1 days,advance
09:00:02,1 days,advance
09:04:41,1 days,advance
09:05:33,1 days,advance
09:05:57,1 days,advance
09:06:07,1 days,advance
09:06:08,1 days,advance
09:07:20,0 days,off-peak
09:09:01,1 days,advance
09:12:13,1 days,advance
09:23:13,0 days,off-peak
09:26:42,0 days,off-peak
09:31:02,0 days,off-peak
09:36:15,0 days,off-peak
09:41:02,1 days,advance
09:47:13,0 days,off-peak
09:47:24,1 days,advance
10:02:49,0 days,off-peak
10:14:15,1 days,advance
10:16:37,0 days,off-peak
10:17:40,1 days,advance
10:25:40,1 days,advance
10:28:27,1 days,advance
10:29:19,1 days,advance
10:31:43,1 days,advance
10:38:26,0 days,off-peak
10:41:52,0 days,off-peak
10:42:25,1 days,advance
10:43:30,1 days,advance
10:48:07,0 days,off-peak
11:01:24,0 days,off-peak
11:11:12,0 days,off-peak
11:16:34,0 days,off-peak
11:26:43,0 days,off-peak
11:32:33,0 days,off-peak
11:45:40,1 days,advance
11:48:29,0 days,off-peak
12:01:59,1 days,advance
12:05:59,0 days,off-peak
12:17:39,1 days,advance
12:25:59,1 days,advance
12:39:07,1 days,advance
13:21:27,1 days,advance
13:25:56,1 days,advance
13:42:19,1 days,advance
14:10:04,0 days,off-peak
14:17:00,1 days,advance
14:22:41,0 days,off-peak
14:25:36,0 days,off-peak
14:27:55,0 days,off-peak
14:28:34,1 days,advance
14:32:08,0 days,anytime
14:35:01,0 days,anytime
14:41:28,0 days,anytime
14:42:28,0 days,anytime
14:44:35,0 days,anytime
14:50:33,0 days,anytime
14:52:21,1 days,advance
14:54:44,0 days,anytime
14:59:08,0 days,anytime
15:11:28,1 days,advance
15:13:05,1 days,advance
15:20:00,1 days,advance
15:29:06,1 days,advance
15:55:57,1 days,advance
16:06:38,0 days,anytime
16:06:46,0 days,anytime
16:16:12,1 days,advance
16:23:22,0 days,anytime
16:24:00,1 days,advance
16:25:54,0 days,anytime
16:47:40,0 days,anytime
16:49:01,0 days,anytime
16:57:14,1 days,advance
17:02:36,1 days,advance
17:10:56,1 days,advance
17:14:40,0 days,anytime
17:15:38,0 days,anytime
17:17:45,0 days,anytime
17:17:50,0 days,anytime
17:22:24,1 days,advance
17:23:25,0 days,anytime
17:23:57,1 days,advance
17:24:00,0 days,anytime
17:24:24,0 days,anytime
17:24:34,0 days,anytime
17:24:57,0 days,anytime
17:25:09,0 days,anytime
17:26:01,0 days,anytime
17:26:18,0 days,anytime
17:27:40,0 days,anytime
17:33:58,1 days,advance
17:34:42,1 days,advance
17:38:57,1 days,advance
17:42:37,1 days,advance
17:42:54,0 days,off-peak
17:46:03,1 days,advance
17:46:06,1 days,advance
17:47:22,1 days,advance
17:48:02,1 days,advance
17:53:16,1 days,advance
17:53:20,1 days,advance
17:54:23,0 days,off-peak
17:57:44,1 days,advance
17:58:56,1 days,advance
18:01:23,1 days,advance
18:02:42,1 days,advance
18:31:38,0 days,off-peak
18:31:47,0 days,off-peak
18:42:25,1 days,advance
18:43:32,1 days,advance
18:52:51,0 days,off-peak
18:54:29,1 days,advance
18:56:57,1 days,advance
18:57:14,0 days,off-peak
19:00:55,1 days,advance
19:09:31,0 days,off-peak
19:17:23,1 days,advance
19:20:49,1 days,advance
19:21:12,1 days,advance
19:23:49,1 days,advance
19:25:11,1 days,advance
19:29:54,1 days,advance
19:31:24,1 days,advance
19:32:31,1 days,advance
19:38:22,0 days,off-peak
19:40:28,0 days,off-peak
19:43:25,1 days,advance
20:17:06,1 days,advance
20:19:51,1 days,advance
20:19:57,1 days,advance
20:20:43,1 days,advance
20:21:04,1 days,advance
20:21:32,1 days,advance
20:21:37,1 days,advance
20:22:11,1 days,advance
20:22:49,1 days,advance
20:22:50,1 days,advance
20:24:26,1 days,advance
20:25:26,1 days,advance
20:29:40,1 days,advance
20:29:51,1 days,advance
20:31:59,0 days,off-peak
20:32:12,1 days,advance
20:34:41,0 days,off-peak
20:37:51,0 days,off-peak
20:40:06,0 days,off-peak
20:43:41,0 days,off-peak
20:44:45,1 days,advance
20:47:50,1 days,advance
20:48:04,0 days,off-peak
20:50:59,0 days,off-peak
21:36:36,1 days,advance
21:51:59,1 days,advance
22:31:50,1 days,advance
22:35:00,1 days,advance
22:55:12,1 days,advance
23:11:25,1 days,advance
23:17:58,1 days,advance
23:34:29,1 days,advance
23:35:16,1 days,advance
23:46:43,1 days,advance
23:54:26,1 days,advance
23:57:09,1 days,advance
23:57:13,1 days,advance
00:02:48,1 days,advance
00:06:29,1 days,advance
00:10:39,0 days,off-peak
00:11:22,0 days,off-peak
00:14:18,0 days,off-peak
00:15:26,0 days,off-peak
00:20:03,0 days,off-peak
00:23:25,0 days,off-peak
00:36:42,0 days,off-peak
00:45:30,0 days,off-peak
00:54:35,0 days,off-peak
00:56:17,0 days,off-peak
01:15:40,0 days,off-peak
01:28:55,0 days,off-peak
01:30:49,1 days,advance
02:01:23,1 days,advance
02:03:28,0 days,off-peak
02:10:52,1 days,advance
02:11:58,0 days,off-peak
02:15:22,0 days,off-peak
02:27:16,1 days,advance
02:44:11,0 days,off-peak
02:48:29,0 days,off-peak
02:50:41,0 days,off-peak
03:01:38,0 days,off-peak
03:03:18,0 days,off-peak
03:04:18,0 days,off-peak
03:04:18,1 days,advance
03:10:45,0 days,off-peak
03:21:47,0 days,off-peak
03:25:58,0 days,off-peak
03:28:08,1 days,advance
03:29:55,1 days,advance
03:31:56,1 days,advance
03:32:27,0 days,off-peak
03:35:01,1 days,advance
03:39:15,1 days,advance
03:39:24,1 days,advance
03:41:07,0 days,off-peak
03:42:35,1 days,advance
03:46:45,0 days,off-peak
03:47:26,1 days,advance
03:55:37,1 days,advance
04:11:48,0 days,off-peak
04:27:55,1 days,advance
04:31:45,1 days,advance
04:40:57,0 days,anytime
04:47:26,0 days,anytime
04:49:53,1 days,advance
04:54:25,0 days,anytime
04:54:47,0 days,anytime
04:57:24,0 days,anytime
04:58:29,0 days,anytime
05:00:26,1 days,advance
05:04:21,0 days,anytime
05:04:27,0 days,anytime
05:05:37,0 days,anytime
05:07:33,1 days,advance
05:22:31,0 days,anytime
05:22:42,1 days,advance
05:22:54,0 days,anytime
