Date of Journey,Route,Demand
2024-04-20,reading-london paddington,1
2024-04-20,reading-oxford,1
2024-04-20,reading-swindon,1
2024-04-20,york-doncaster,1
2024-04-20,york-durham,2
2024-04-20,york-peterborough,2
2024-04-21,birmingham new street-liverpool lime street,5
2024-04-21,birmingham new street-london st pancras,4
2024-04-21,birmingham new street-manchester piccadilly,1
2024-04-21,birmingham new street-nuneaton,2
2024-04-21,birmingham new street-stafford,1
2024-04-21,birmingham new street-tamworth,2
2024-04-21,birmingham new street-york,2
2024-04-21,liverpool lime street-crewe,4
2024-04-21,liverpool lime street-london euston,7
2024-04-21,liverpool lime street-london paddington,1
2024-04-21,liverpool lime street-manchester piccadilly,21
2024-04-21,london euston-birmingham new street,36
2024-04-21,london euston-manchester piccadilly,3
2024-04-21,london kings cross-edinburgh waverley,1
2024-04-21,london kings cross-york,40
2024-04-21,london paddington-london waterloo,1
2024-04-21,london paddington-oxford,4
2024-04-21,london paddington-reading,29
2024-04-21,london st pancras-birmingham new street,41
2024-04-21,london st pancras-leicester,4
2024-04-21,manchester piccadilly-leeds,1
2024-04-21,manchester piccadilly-liverpool lime street,36
2024-04-21,manchester piccadilly-london paddington,1
2024-04-21,manchester piccadilly-nottingham,2
2024-04-21,manchester piccadilly-sheffield,2
2024-04-21,reading-didcot,1
2024-04-21,reading-london paddington,2
2024-04-21,reading-oxford,4
2024-04-21,reading-swindon,1
2024-04-21,york-durham,1
2024-04-21,york-edinburgh,2
2024-04-21,york-edinburgh waverley,1
2024-04-21,york-peterborough,2
2024-04-22,birmingham new street-coventry,1
2024-04-22,birmingham new street-liverpool lime street,3
2024-04-22,birmingham new street-london euston,1
2024-04-22,birmingham new street-london kings cross,1
2024-04-22,birmingham new street-london st pancras,5
2024-04-22,birmingham new street-manchester piccadilly,2
2024-04-22,birmingham new street-stafford,1
2024-04-22,birmingham new street-tamworth,1
2024-04-22,liverpool lime street-crewe,4
2024-04-22,liverpool lime street-london euston,12
2024-04-22,liverpool lime street-london st pancras,1
2024-04-22,liverpool lime street-manchester piccadilly,22
2024-04-22,liverpool lime street-sheffield,2
2024-04-22,london euston-birmingham new street,25
2024-04-22,london euston-manchester piccadilly,5
2024-04-22,london euston-oxford,1
2024-04-22,london kings cross-liverpool lime street,2
2024-04-22,london kings cross-york,35
2024-04-22,london paddington-liverpool lime street,1
2024-04-22,london paddington-oxford,3
2024-04-22,london paddington-reading,34
2024-04-22,london st pancras-birmingham new street,25
2024-04-22,london st pancras-leicester,2
2024-04-22,london st pancras-wolverhampton,1
2024-04-22,manchester piccadilly-leeds,1
2024-04-22,manchester piccadilly-liverpool lime street,42
2024-04-22,manchester piccadilly-london euston,3
2024-04-22,manchester piccadilly-london kings cross,1
2024-04-22,manchester piccadilly-london paddington,3
2024-04-22,manchester piccadilly-nottingham,2
2024-04-22,manchester piccadilly-sheffield,1
2024-04-22,manchester piccadilly-warrington,1
2024-04-22,reading-london paddington,1
2024-04-22,reading-oxford,1
2024-04-22,reading-swindon,3
2024-04-22,york-doncaster,2
2024-04-22,york-durham,1
2024-04-22,york-edinburgh,2
2024-04-23,birmingham new street-coventry,1
2024-04-23,birmingham new street-edinburgh,1
2024-04-23,birmingham new street-liverpool lime street,1
2024-04-23,birmingham new street-london euston,1
2024-04-23,birmingham new street-london kings cross,1
2024-04-23,birmingham new street-london paddington,1
2024-04-23,birmingham new street-london st pancras,5
2024-04-23,birmingham new street-manchester piccadilly,3
2024-04-23,birmingham new street-nuneaton,1
2024-04-23,birmingham new street-reading,1
2024-04-23,birmingham new street-stafford,1
2024-04-23,birmingham new street-tamworth,1
2024-04-23,birmingham new street-wolverhampton,1
2024-04-23,birmingham new street-york,1
2024-04-23,bristol temple meads-cardiff central,1
2024-04-23,liverpool lime street-birmingham new street,1
2024-04-23,liverpool lime street-london euston,8
2024-04-23,liverpool lime street-manchester piccadilly,33
2024-04-23,london euston-birmingham new street,35
2024-04-23,london euston-manchester piccadilly,6
2024-04-23,london kings cross-edinburgh waverley,2
2024-04-23,london kings cross-liverpool lime street,2
2024-04-23,london kings cross-york,32
2024-04-23,london paddington-london waterloo,1
2024-04-23,london paddington-oxford,6
2024-04-23,london paddington-reading,40
2024-04-23,london st pancras-birmingham new street,24
2024-04-23,london st pancras-leicester,2
2024-04-23,london st pancras-wolverhampton,1
2024-04-23,manchester piccadilly-leeds,2
2024-04-23,manchester piccadilly-liverpool lime street,45
2024-04-23,manchester piccadilly-london euston,4
2024-04-23,manchester piccadilly-london paddington,3
2024-04-23,manchester piccadilly-nottingham,1
2024-04-23,manchester piccadilly-sheffield,2
2024-04-23,oxford-bristol temple meads,1
2024-04-23,reading-birmingham new street,1
2024-04-23,reading-london paddington,2
2024-04-23,reading-swindon,2
2024-04-23,york-doncaster,1
2024-04-23,york-durham,1
2024-04-23,york-edinburgh,1
2024-04-23,york-peterborough,5
2024-04-24,birmingham new street-coventry,1
2024-04-24,birmingham new street-liverpool lime street,3
2024-04-24,birmingham new street-london euston,1
2024-04-24,birmingham new street-london st pancras,11
2024-04-24,birmingham new street-manchester piccadilly,2
2024-04-24,birmingham new street-nuneaton,5
2024-04-24,birmingham new street-reading,1
2024-04-24,birmingham new street-stafford,1
2024-04-24,birmingham new street-tamworth,1
2024-04-24,birmingham new street-wolverhampton,1
2024-04-24,liverpool lime street-crewe,5
2024-04-24,liverpool lime street-london euston,13
2024-04-24,liverpool lime street-london paddington,2
2024-04-24,liverpool lime street-manchester piccadilly,33
2024-04-24,liverpool lime street-sheffield,1
2024-04-24,london euston-birmingham new street,30
2024-04-24,london euston-manchester piccadilly,7
2024-04-24,london kings cross-edinburgh waverley,3
2024-04-24,london kings cross-liverpool lime street,2
2024-04-24,london kings cross-york,27
2024-04-24,london paddington-liverpool lime street,2
2024-04-24,london paddington-oxford,9
2024-04-24,london paddington-reading,27
2024-04-24,london st pancras-birmingham new street,30
2024-04-24,london st pancras-leicester,2
2024-04-24,manchester piccadilly-leeds,1
2024-04-24,manchester piccadilly-liverpool lime street,32
2024-04-24,manchester piccadilly-london euston,1
2024-04-24,manchester piccadilly-nottingham,2
2024-04-24,oxford-bristol temple meads,2
2024-04-24,reading-london paddington,1
2024-04-24,reading-oxford,1
2024-04-24,reading-swindon,1
2024-04-24,york-doncaster,3
2024-04-24,york-durham,5
2024-04-24,york-peterborough,2
2024-04-25,birmingham new street-coventry,1
2024-04-25,birmingham new street-liverpool lime street,2
2024-04-25,birmingham new street-london st pancras,5
2024-04-25,birmingham new street-manchester piccadilly,3
2024-04-25,birmingham new street-nuneaton,3
2024-04-25,birmingham new street-reading,1
2024-04-25,birmingham new street-stafford,4
2024-04-25,birmingham new street-tamworth,3
2024-04-25,birmingham new street-wolverhampton,1
2024-04-25,liverpool lime street-crewe,1
2024-04-25,liverpool lime street-london euston,3
2024-04-25,liverpool lime street-manchester piccadilly,26
2024-04-25,liverpool lime street-sheffield,1
2024-04-25,london euston-birmingham new street,39
2024-04-25,london euston-manchester piccadilly,5
2024-04-25,london kings cross-edinburgh waverley,1
2024-04-25,london kings cross-liverpool lime street,1
2024-04-25,london kings cross-york,32
2024-04-25,london paddington-london waterloo,1
2024-04-25,london paddington-oxford,2
2024-04-25,london paddington-reading,26
2024-04-25,london st pancras-birmingham new street,37
2024-04-25,london st pancras-leicester,6
2024-04-25,london st pancras-wolverhampton,1
2024-04-25,manchester piccadilly-leeds,2
2024-04-25,manchester piccadilly-liverpool lime street,49
2024-04-25,manchester piccadilly-london euston,4
2024-04-25,manchester piccadilly-london paddington,1
2024-04-25,manchester piccadilly-nottingham,2
2024-04-25,manchester piccadilly-sheffield,1
2024-04-25,oxford-bristol temple meads,1
2024-04-25,reading-london paddington,1
2024-04-25,reading-swindon,4
2024-04-25,york-doncaster,2
2024-04-25,york-durham,4
2024-04-26,birmingham new street-coventry,1
2024-04-26,birmingham new street-liverpool lime street,1
2024-04-26,birmingham new street-london euston,1
2024-04-26,birmingham new street-london st pancras,5
2024-04-26,birmingham new street-nuneaton,3
2024-04-26,birmingham new street-stafford,2
2024-04-26,birmingham new street-tamworth,3
2024-04-26,birmingham new street-york,1
2024-04-26,edinburgh waverley-london kings cross,1
2024-04-26,liverpool lime street-crewe,3
2024-04-26,liverpool lime street-leeds,3
2024-04-26,liverpool lime street-london euston,7
2024-04-26,liverpool lime street-manchester piccadilly,27
2024-04-26,liverpool lime street-sheffield,2
2024-04-26,london euston-birmingham new street,37
2024-04-26,london euston-manchester piccadilly,3
2024-04-26,london kings cross-edinburgh waverley,5
2024-04-26,london kings cross-liverpool lime street,1
2024-04-26,london kings cross-york,25
2024-04-26,london paddington-liverpool lime street,2
2024-04-26,london paddington-london waterloo,1
2024-04-26,london paddington-manchester piccadilly,1
2024-04-26,london paddington-oxford,4
2024-04-26,london paddington-reading,31
2024-04-26,london st pancras-birmingham new street,25
2024-04-26,london st pancras-leicester,3
2024-04-26,manchester piccadilly-leeds,1
2024-04-26,manchester piccadilly-liverpool lime street,40
2024-04-26,manchester piccadilly-london euston,4
2024-04-26,manchester piccadilly-london paddington,1
2024-04-26,manchester piccadilly-nottingham,4
2024-04-26,manchester piccadilly-warrington,1
2024-04-26,reading-birmingham new street,1
2024-04-26,reading-didcot,2
2024-04-26,reading-london paddington,2
2024-04-26,reading-oxford,2
2024-04-26,reading-swindon,1
2024-04-26,york-doncaster,3
2024-04-26,york-durham,5
2024-04-26,york-edinburgh,2
2024-04-26,york-peterborough,2
2024-04-26,york-wakefield,1
2024-04-27,birmingham new street-coventry,2
2024-04-27,birmingham new street-liverpool lime street,1
2024-04-27,birmingham new street-london euston,1
2024-04-27,birmingham new street-london st pancras,6
2024-04-27,birmingham new street-manchester piccadilly,3
2024-04-27,birmingham new street-nuneaton,4
2024-04-27,birmingham new street-stafford,2
2024-04-27,birmingham new street-tamworth,5
2024-04-27,birmingham new street-york,2
2024-04-27,edinburgh waverley-london kings cross,1
2024-04-27,liverpool lime street-crewe,1
2024-04-27,liverpool lime street-london euston,14
2024-04-27,liverpool lime street-manchester piccadilly,22
2024-04-27,liverpool lime street-sheffield,2
2024-04-27,london euston-birmingham new street,40
2024-04-27,london euston-manchester piccadilly,9
2024-04-27,london kings cross-edinburgh waverley,1
2024-04-27,london kings cross-liverpool lime street,2
2024-04-27,london kings cross-york,27
2024-04-27,london paddington-london waterloo,1
2024-04-27,london paddington-oxford,2
2024-04-27,london paddington-reading,28
2024-04-27,london st pancras-birmingham new street,37
2024-04-27,london st pancras-leicester,4
2024-04-27,london st pancras-wolverhampton,1
2024-04-27,manchester piccadilly-leeds,2
2024-04-27,manchester piccadilly-liverpool lime street,29
2024-04-27,manchester piccadilly-london euston,2
2024-04-27,manchester piccadilly-london kings cross,1
2024-04-27,manchester piccadilly-london paddington,1
2024-04-27,manchester piccadilly-london st pancras,1
2024-04-27,manchester piccadilly-sheffield,2
2024-04-27,oxford-bristol temple meads,1
2024-04-27,reading-london paddington,2
2024-04-27,reading-swindon,2
2024-04-27,york-doncaster,1
2024-04-27,york-edinburgh,1
2024-04-27,york-liverpool lime street,1
2024-04-27,york-peterborough,4
2024-04-27,york-wakefield,1
2024-04-28,birmingham new street-coventry,2
2024-04-28,birmingham new street-liverpool lime street,1
2024-04-28,birmingham new street-london euston,2
2024-04-28,birmingham new street-london st pancras,7
2024-04-28,birmingham new street-manchester piccadilly,2
2024-04-28,birmingham new street-stafford,1
2024-04-28,birmingham new street-tamworth,5
2024-04-28,liverpool lime street-crewe,2
2024-04-28,liverpool lime street-leeds,2
2024-04-28,liverpool lime street-london euston,12
2024-04-28,liverpool lime street-manchester piccadilly,32
2024-04-28,liverpool lime street-sheffield,2
2024-04-28,london euston-birmingham new street,43
2024-04-28,london euston-manchester piccadilly,9
2024-04-28,london euston-oxford,1
2024-04-28,london kings cross-edinburgh waverley,2
2024-04-28,london kings cross-liverpool lime street,2
2024-04-28,london kings cross-york,31
2024-04-28,london paddington-oxford,5
2024-04-28,london paddington-reading,34
2024-04-28,london st pancras-birmingham new street,24
2024-04-28,london st pancras-leicester,2
2024-04-28,manchester piccadilly-leeds,2
2024-04-28,manchester piccadilly-liverpool lime street,38
2024-04-28,manchester piccadilly-london euston,1
2024-04-28,manchester piccadilly-london paddington,3
2024-04-28,manchester piccadilly-nottingham,1
2024-04-28,manchester piccadilly-sheffield,3
2024-04-28,manchester piccadilly-york,2
2024-04-28,oxford-bristol temple meads,1
2024-04-28,reading-didcot,2
2024-04-28,reading-london paddington,3
2024-04-28,reading-oxford,2
2024-04-28,reading-swindon,3
2024-04-28,york-doncaster,3
2024-04-28,york-durham,3
2024-04-28,york-peterborough,2
2024-04-29,birmingham new street-coventry,2
2024-04-29,birmingham new street-liverpool lime street,2
2024-04-29,birmingham new street-london euston,1
2024-04-29,birmingham new street-london kings cross,1
2024-04-29,birmingham new street-london paddington,1
2024-04-29,birmingham new street-london st pancras,1
2024-04-29,birmingham new street-nuneaton,3
2024-04-29,birmingham new street-tamworth,1
2024-04-29,birmingham new street-york,1
2024-04-29,liverpool lime street-crewe,2
2024-04-29,liverpool lime street-london euston,5
2024-04-29,liverpool lime street-london st pancras,1
2024-04-29,liverpool lime street-manchester piccadilly,28
2024-04-29,liverpool lime street-sheffield,1
2024-04-29,london euston-birmingham new street,31
2024-04-29,london euston-manchester piccadilly,3
2024-04-29,london kings cross-edinburgh waverley,1
2024-04-29,london kings cross-liverpool lime street,1
2024-04-29,london kings cross-york,36
2024-04-29,london paddington-liverpool lime street,1
2024-04-29,london paddington-oxford,2
2024-04-29,london paddington-reading,30
